PID,PID3/4,HP1,HP2,HP3,CryoSleep,DB,DC,DC4/5,Side,D1,D2,D3,NormAge,VIP,NormRoomService,NormFoodCourt,NormShoppingMall,NormSpa,NromVRDeck,Transported
1,0,1,0,0,-1,0,0,0,-1,1,0,0,0.4,-1,-0.33,-0.21,-0.28,-0.28,0.42,0
1,0,1,0,0,-1,0,0,0,1,1,0,0,-0.2,-1,1.62,-0.28,-0.26,0.37,-0.27,0
1,0,0,0,0,-1,0,0,0,-1,1,0,0,2.6,-1,-0.33,0.19,-0.29,-0.28,-0.27,1
1,0,0,0,1,-1,1,0,0,1,1,0,0,-0.4,-1,-0.33,0.68,-0.29,0.05,2.43,0
1,0,0,0,1,1,1,0,0,1,1,0,0,-1.87,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,1,0,0,1,0,0,0,1,0,0,1,-0.07,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,1,0,0,-1,0,0,0,1,1,0,0,-0.93,-1,2.15,-0.28,-0.08,0.14,-0.21,0
0,1,1,0,0,-1,0,0,0,1,0,1,0,0.93,-1,0.49,-0.22,-0.28,-0.1,-0.27,0
0,1,1,0,0,1,0,0,0,1,0,1,0,-0.6,-1,-0.33,-0.28,-0.29,-0.28,-0.27,0
1,0,1,0,0,-1,0,0,0,-1,1,0,0,-0.4,-1,-0.33,-0.28,-0.29,-0.28,-0.27,0
1,0,0,1,0,-1,0,0,0,-1,1,0,0,0.2,-1,-0.26,0.21,-0.29,0.32,-0.27,0
1,0,0,1,0,-1,0,0,0,1,1,0,0,-1.2,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,0,1,0,-1,0,0,0,1,1,0,0,0.73,-1,2.23,-0.28,0.28,-0.28,0.38,0
0,1,0,1,0,1,0,0,0,1,1,0,0,0.87,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
0,1,0,1,0,-1,0,0,0,1,1,0,0,-1.87,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,1,0,0,1,0,0,0,-1,0,1,0,-0.4,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,1,0,0,-1,0,0,0,1,1,0,0,-0.47,-1,-0.33,-0.26,-0.29,0,0.22,0
1,0,0,1,0,1,0,0,0,1,1,0,0,0.8,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,1,0,0,-1,0,0,0,1,1,0,0,-0.2,-1,-0.33,0.34,-0.29,-0.28,-0.27,1
1,0,1,0,0,-1,0,0,0,1,1,0,0,-0.33,-1,-0.33,0.51,-0.29,-0.17,-0.27,0
1,0,0,0,1,-1,1,0,0,1,0,0,1,0.33,-1,-0.21,1.21,-0.29,3.04,-0.14,0
1,0,0,0,1,1,1,0,0,1,1,0,0,-0.53,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,1,0,0,1,0,0,0,-1,0,0,1,0.8,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,1,0,0,1,0,0,0,-1,1,0,0,-0.07,-1,-0.33,-0.28,-0.29,-0.28,-0.27,0
1,0,1,0,0,-1,0,0,0,1,1,0,0,-0.47,-1,1.28,-0.28,-0.25,-0.28,-0.27,0
1,0,0,1,0,-1,0,0,0,-1,1,0,0,-0.2,-1,0.65,0.01,-0.29,-0.28,-0.27,0
1,0,1,0,0,-1,0,0,0,1,1,0,0,-1.73,-1,-0.33,-0.28,-0.29,-0.28,-0.27,0
1,0,1,0,0,-1,0,0,0,1,1,0,0,-0.6,-1,-0.33,-0.28,1.29,-0.28,-0.27,0
1,0,1,0,0,1,0,0,0,-1,1,0,0,0.87,-1,-0.33,-0.28,-0.29,-0.28,-0.27,0
1,0,0,0,1,-1,0,0,1,-1,1,0,0,1,-1,-0.33,1.47,0.6,-0.24,-0.14,1
1,0,1,0,0,-1,0,0,0,-1,1,0,0,-0.6,-1,0.08,-0.26,0.63,-0.28,-0.27,0
1,0,1,0,0,-1,0,0,0,-1,1,0,0,-0.4,-1,1.21,-0.28,-0.29,-0.28,-0.2,1
1,0,1,0,0,-1,0,0,0,1,1,0,0,-0.8,-1,-0.33,-0.26,-0.29,0.42,-0.27,0
1,0,0,0,1,-1,0,0,1,1,0,0,1,0.93,-1,-0.33,-0.27,-0.29,2.2,3,0
1,0,1,0,0,1,0,0,0,1,0,1,0,-0.53,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,1,0,0,-1,0,0,0,1,0,0,0,0.47,-1,-0.33,0.42,0.42,-0.28,-0.22,0
1,0,0,0,1,1,0,0,0,1,1,0,0,1.67,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,1,0,0,-1,0,0,0,1,1,0,0,-0.73,-1,-0.3,-0.28,0.86,-0.05,-0.27,0
1,0,1,0,0,1,0,0,0,1,1,0,0,-1.47,-1,-0.33,-0.28,-0.29,-0.28,-0.27,0
0,1,1,0,0,-1,0,0,0,1,1,0,0,-0.4,-1,-0.33,-0.01,-0.29,-0.28,0.06,1
0,1,1,0,0,-1,0,0,0,1,1,0,0,0.87,-1,0.23,-0.28,0.34,-0.28,-0.19,1
1,0,1,0,0,-1,0,0,0,1,0,0,0,-0.6,-1,-0.02,0.04,-0.29,-0.28,-0.27,1
1,0,0,0,0,-1,0,0,0,-1,1,0,0,0.73,-1,0.84,-0.28,-0.29,-0.28,-0.27,0
1,0,1,0,0,1,0,0,0,-1,1,0,0,-0.33,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,0,1,0,-1,0,0,0,-1,1,0,0,0.2,-1,1.48,-0.28,0.18,-0.28,-0.27,0
1,0,1,0,0,1,0,0,0,1,0,0,1,0.67,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,1,0,0,1,0,0,0,-1,0,1,0,-1.8,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,0,1,0,1,0,0,0,-1,1,0,0,-1,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,0,1,0,-1,0,0,0,-1,1,0,0,-0.47,-1,1.45,-0.23,-0.22,-0.27,-0.27,0
0,1,0,1,0,-1,0,0,0,-1,0,0,0,1.07,-1,0.48,-0.28,0.06,-0.28,0.05,0
1,0,0,1,0,-1,0,0,0,1,1,0,0,0.53,-1,-0.26,-0.28,0.06,-0.14,1.41,0
1,0,0,1,0,-1,0,0,0,1,1,0,0,-0.6,-1,3.1,-0.28,0.08,-0.01,-0.26,0
1,0,1,0,0,-1,0,0,0,1,1,0,0,-1.4,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,1,0,0,-1,0,0,0,1,1,0,0,0.73,-1,0.31,-0.16,-0.29,0.16,-0.27,0
1,0,1,0,0,-1,0,0,0,-1,1,0,0,0,-1,-0.33,0.04,0.27,-0.28,-0.23,1
1,0,1,0,0,-1,0,0,0,1,1,0,0,0,-1,-0.33,-0.28,0.59,0.23,-0.22,0
1,0,1,0,0,1,0,0,0,-1,0,0,1,-0.93,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,1,0,0,-1,0,0,0,-1,1,0,0,-0.67,-1,-0.33,-0.28,0.71,-0.23,-0.13,0
1,0,1,0,0,1,0,0,0,1,0,1,0,-0.33,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,1,0,0,1,0,0,0,1,0,0,1,0.33,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,1,0,0,-1,0,0,0,-1,1,0,0,-0.67,-1,2.43,-0.28,-0.29,-0.28,-0.27,0
1,0,0,0,1,-1,1,0,0,1,1,0,0,1.27,-1,-0.33,0.18,-0.25,-0.21,2.88,0
1,0,0,0,1,-1,0,0,0,0,1,0,0,0.93,-1,-0.33,-0.25,-0.29,3.51,-0.26,0
1,0,0,1,0,-1,0,0,0,1,1,0,0,-0.73,-1,-0.27,-0.28,1.4,-0.28,-0.27,0
1,0,1,0,0,-1,0,0,0,-1,1,0,0,-0.47,-1,0.9,-0.28,-0.25,-0.27,-0.27,0
1,0,1,0,0,-1,0,0,0,-1,0,1,0,-0.73,-1,-0.32,-0.14,-0.29,0.08,-0.27,1
1,0,1,0,0,-1,0,0,0,1,0,1,0,-0.13,-1,-0.33,0.2,-0.29,-0.28,-0.27,0
1,0,1,0,0,-1,0,0,0,-1,1,0,0,-0.33,-1,-0.33,0.07,1.2,-0.28,-0.16,0
1,0,1,0,0,-1,0,0,0,1,0,0,1,-0.87,-1,-0.33,-0.28,-0.29,-0.28,0.48,0
1,0,1,0,0,1,0,0,0,1,0,1,0,-0.67,-1,-0.33,-0.28,-0.29,-0.28,-0.27,0
1,0,1,0,0,-1,0,0,0,-1,1,0,0,2.47,-1,0.1,-0.28,-0.29,-0.28,1.47,0
1,0,0,0,1,-1,0,0,0,-1,0,0,1,0.33,-1,-0.31,-0.28,3.06,-0.27,-0.24,1
1,0,1,0,0,1,0,0,0,-1,1,0,0,-0.07,-1,-0.33,-0.28,-0.29,-0.28,-0.27,0
1,0,0,0,1,-1,0,0,1,1,1,0,0,0.87,-1,-0.33,-0.17,-0.29,1.1,2.78,0
1,0,0,1,0,-1,0,0,0,1,1,0,0,0.93,-1,1.97,-0.28,1.78,-0.28,-0.27,0
1,0,0,1,0,1,0,0,0,1,1,0,0,-1.87,-1,-0.33,-0.28,-0.29,-0.28,-0.27,0
1,0,0,1,0,-1,0,0,0,1,1,0,0,0.6,-1,0.21,3.56,-0.29,-0.26,0.47,0
1,0,0,1,0,-1,0,0,0,1,0,0,1,-0.73,-1,1.15,-0.28,0.11,-0.28,-0.27,0
1,0,0,0,1,1,1,0,0,1,1,0,0,-0.27,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,0,0,1,1,1,0,0,1,1,0,0,0.73,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
0,1,0,0,1,1,1,0,0,1,0,0,1,2.07,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,0,0,1,1,1,0,0,-1,1,0,0,0.27,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,0,0,1,-1,1,0,0,-1,0,0,1,0.07,-1,4.65,1.06,-0.29,-0.28,1.34,0
0,1,0,0,1,-1,1,0,0,-1,1,0,0,-1.33,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
0,1,0,0,1,-1,1,0,0,-1,0,0,1,0,-1,-0.33,2.46,-0.29,0.35,-0.27,1
1,0,0,0,1,1,1,0,0,-1,1,0,0,0.47,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,1,0,0,-1,0,0,0,-1,1,0,0,-0.27,-1,0.85,-0.28,-0.29,-0.23,-0.22,0
1,0,1,0,0,1,0,0,0,-1,1,0,0,-1.8,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
0,1,1,0,0,1,0,0,0,-1,1,0,0,-1.6,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,0,0,1,1,0,0,0,-1,0,0,1,0,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,0,1,0,1,0,0,0,1,0,0,0,1.2,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,0,1,0,-1,0,0,0,1,1,0,0,2.6,-1,0.41,-0.28,2.58,-0.05,-0.27,0
1,0,1,0,0,-1,0,0,0,1,1,0,0,1.07,-1,-0.33,-0.16,-0.08,0.14,-0.27,0
1,0,1,0,0,-1,0,0,0,-1,1,0,0,-0.93,-1,0.27,-0.28,3.24,-0.28,-0.27,0
1,0,1,0,0,-1,0,0,0,-1,1,0,0,-0.33,-1,-0.33,-0.28,-0.29,-0.28,0.6,1
1,0,1,0,0,1,0,0,0,1,1,0,0,1.53,-1,-0.33,-0.28,-0.29,-0.28,-0.27,0
1,0,1,0,0,-1,0,0,0,-1,1,0,0,-0.53,-1,-0.33,-0.12,0.26,-0.16,-0.27,0
1,0,1,0,0,-1,0,0,0,0,1,0,0,-1.87,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
0,1,1,0,0,1,0,0,0,-1,1,0,0,-1.87,-1,-0.33,-0.28,-0.29,-0.28,-0.27,0
1,0,1,0,0,-1,0,0,0,-1,0,0,0,-0.33,-1,-0.33,-0.27,-0.25,-0.28,0.33,0
1,0,1,0,0,-1,0,0,0,-1,1,0,0,-0.27,-1,-0.03,-0.14,-0.29,-0.1,-0.1,0
1,0,0,1,0,-1,0,0,0,1,1,0,0,0.87,-1,-0.15,-0.17,0.09,0.41,-0.27,0
1,0,0,1,0,-1,0,0,0,1,1,0,0,0.13,-1,1.01,-0.22,-0.28,-0.28,-0.23,0
1,0,1,0,0,-1,0,0,0,1,1,0,0,-0.07,-1,-0.33,0.86,-0.23,-0.27,0.32,0
1,0,1,0,0,1,0,0,0,1,0,1,0,-1,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,1,0,0,1,0,0,0,-1,1,0,0,-0.8,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,0,0,1,-1,0,0,1,1,1,0,0,0.13,-1,-0.25,0.5,-0.29,-0.28,0.56,1
1,0,1,0,0,-1,0,0,0,1,0,1,0,-1.33,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,1,0,0,-1,0,0,0,-1,1,0,0,2.07,-1,-0.33,-0.28,-0.29,-0.28,0.41,0
1,0,0,0,1,1,0,0,0,1,0,0,1,1,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,0,0,1,-1,0,0,0,1,0,0,1,0.13,-1,-0.33,-0.2,-0.29,4.69,-0.17,0
1,0,0,0,1,-1,0,0,1,1,0,0,1,1.2,-1,0,0.02,-0.29,2.63,1.99,0
1,0,0,0,1,1,0,0,1,1,1,0,0,0.73,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,0,0,1,-1,0,0,1,-1,1,0,0,-0.47,-1,-0.33,-0.12,-0.28,-0.26,2.8,0
1,0,0,0,1,1,0,0,0,0,1,0,0,2.8,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
0,1,0,0,1,-1,0,0,1,-1,0,0,1,0.4,-1,-0.33,0.75,-0.29,-0.24,1.06,0
0,1,0,0,1,-1,0,0,1,-1,1,0,0,0.33,-1,-0.33,0.2,-0.29,5.4,-0.27,0
1,0,0,0,1,1,0,0,1,-1,0,0,1,1.07,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,1,0,0,-1,0,0,0,-1,0,0,1,-0.8,-1,-0.33,1.49,-0.24,-0.28,2.82,0
1,0,1,0,0,-1,0,0,0,-1,1,0,0,2.33,-1,-0.33,0.22,-0.29,-0.28,-0.27,1
1,0,0,0,1,-1,0,0,0,1,1,0,0,0.6,-1,-0.33,8.19,-0.27,3.41,-0.21,0
1,0,0,0,1,1,1,0,0,1,0,0,1,0.07,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,0,0,1,-1,1,0,0,1,1,0,0,0.07,-1,-0.33,1.29,-0.29,-0.27,0.36,1
0,1,0,0,1,1,1,0,0,1,0,0,1,-0.4,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
0,1,0,0,1,-1,1,0,0,1,1,0,0,-0.13,-1,-0.33,0.05,3.24,-0.27,0.19,1
1,0,0,0,1,-1,1,0,0,1,0,0,1,3.2,-1,-0.33,1.43,0.41,14.8,0.03,0
1,0,1,0,0,-1,0,0,0,1,1,0,0,2.2,-1,-0.33,-0.05,-0.29,3.74,-0.27,0
1,0,0,0,0,-1,0,0,0,1,1,0,0,1.2,-1,-0.33,-0.28,3.08,0.01,-0.27,0
1,0,1,0,0,-1,0,0,0,-1,0,0,0,-0.6,-1,-0.33,0.28,0.35,-0.28,-0.27,1
1,0,1,0,0,1,0,0,0,-1,0,1,0,-1,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,1,0,0,1,0,0,0,1,1,0,0,-1.87,-1,-0.33,-0.28,-0.29,-0.28,-0.27,0
1,0,1,0,0,1,0,0,0,-1,1,0,0,0.13,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,1,0,0,-1,0,0,0,1,0,1,0,-0.33,-1,0,-0.02,-0.17,-0.28,-0.27,0
1,0,1,0,0,-1,0,0,0,-1,0,1,0,2.33,-1,0.26,-0.1,-0.29,-0.28,-0.05,0
1,0,0,0,0,-1,0,0,0,1,1,0,0,-0.47,-1,1.16,-0.28,-0.29,-0.23,-0.25,0
1,0,0,1,0,1,0,0,0,-1,1,0,0,0.27,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,1,0,0,-1,0,0,0,-1,1,0,0,0.33,-1,-0.33,-0.28,-0.29,0.1,1.88,0
1,0,1,0,0,-1,0,0,0,-1,0,1,0,0.73,-1,-0.33,-0.27,0.93,-0.28,0.36,0
1,0,0,1,0,1,0,0,0,-1,1,0,0,1.4,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,0,1,0,-1,0,0,0,-1,1,0,0,-0.07,-1,0.59,-0.28,0.95,-0.28,-0.27,0
1,0,1,0,0,-1,0,0,0,-1,1,0,0,-0.8,-1,-0.18,-0.28,1.18,-0.28,-0.27,0
1,0,0,1,0,1,0,0,0,-1,1,0,0,0.67,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,0,1,0,1,0,0,0,-1,1,0,0,0.93,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,1,0,0,-1,0,0,0,1,1,0,0,-0.6,-1,-0.21,-0.28,-0.29,0.46,-0.27,0
1,0,0,0,1,-1,0,0,0,-1,0,0,1,-0.13,-1,-0.33,-0.09,-0.29,3.35,-0.27,0
1,0,1,0,0,-1,0,0,0,-1,0,0,1,0.27,-1,-0.33,-0.28,-0.29,0.46,-0.27,1
1,0,1,0,0,-1,0,0,0,-1,1,0,0,1.87,-1,-0.33,-0.25,-0.29,-0.28,0.37,0
0,1,1,0,0,-1,0,0,0,-1,1,0,0,-1.87,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,1,0,0,-1,0,0,0,1,1,0,0,0.67,-1,-0.28,-0.28,-0.29,-0.28,0.38,0
1,0,1,0,0,-1,0,0,0,-1,1,0,0,0.13,-1,-0.33,0.03,-0.29,-0.28,-0.13,0
1,0,1,0,0,-1,0,0,0,1,1,0,0,-0.47,-1,-0.33,-0.28,-0.29,-0.28,0.69,0
1,0,1,0,0,-1,0,0,0,1,1,0,0,-1.13,-1,-0.33,-0.28,-0.29,-0.28,-0.27,0
1,0,1,0,0,-1,0,0,0,1,1,0,0,-1.67,-1,-0.33,-0.28,-0.29,-0.28,-0.27,0
0,1,1,0,0,-1,0,0,0,1,0,0,1,-0.73,-1,-0.33,-0.25,1.23,-0.28,-0.22,1
0,1,1,0,0,-1,0,0,0,1,0,0,1,0.47,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,1,0,0,-1,0,0,0,1,0,0,1,-0.73,-1,0.2,-0.17,-0.29,-0.28,0.07,0
1,0,1,0,0,1,0,0,0,1,1,0,0,-1.87,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,1,0,0,1,0,0,0,1,1,0,0,1.2,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,1,0,0,-1,0,0,0,-1,1,0,0,2.33,-1,-0.33,-0.15,-0.29,0.26,-0.27,0
1,0,0,1,0,-1,0,0,0,-1,1,0,0,0.47,-1,2.82,-0.28,0.54,-0.28,-0.27,0
1,0,0,1,0,-1,0,0,0,-1,1,0,0,2.2,-1,1.52,-0.28,-0.18,-0.28,-0.27,0
1,0,1,0,0,-1,0,0,0,-1,0,0,0,-0.6,-1,-0.33,-0.27,0.73,-0.27,-0.27,1
1,0,1,0,0,-1,0,0,0,1,1,0,0,1,-1,-0.33,-0.28,1.74,-0.28,-0.27,1
1,0,1,0,0,-1,0,0,0,1,1,0,0,-0.93,-1,-0.33,-0.28,0.85,0.1,-0.27,0
0,1,1,0,0,-1,0,0,0,1,1,0,0,3.33,-1,-0.33,-0.28,-0.29,0.12,-0.27,0
0,1,1,0,0,-1,0,0,0,1,1,0,0,-0.47,-1,0.33,0.03,-0.29,-0.28,-0.27,0
1,0,0,1,0,-1,0,0,0,-1,1,0,0,0.27,-1,1.73,-0.28,-0.2,-0.28,-0.27,0
1,0,0,1,0,-1,0,0,0,1,1,0,0,0.2,-1,1.71,-0.28,-0.29,-0.28,-0.27,0
1,0,0,0,1,-1,1,0,0,1,1,0,0,0.8,-1,1.34,-0.28,-0.29,-0.02,0.03,1
1,0,0,0,1,1,1,0,0,1,1,0,0,-1,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
0,1,0,0,1,-1,1,0,0,1,1,0,0,0.53,-1,-0.33,1.18,-0.29,1.51,-0.25,0
0,1,0,0,1,-1,1,0,0,1,0,0,1,0.2,-1,-0.23,1.04,-0.29,5.56,-0.27,0
1,0,1,0,0,-1,0,0,0,1,1,0,0,-0.67,-1,0.94,-0.28,-0.27,-0.28,-0.27,0
1,0,1,0,0,1,0,0,0,1,1,0,0,0.8,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,0,1,0,1,0,0,0,1,1,0,0,0,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,0,0,1,1,1,0,0,1,0,0,1,0.87,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,0,0,1,1,1,0,0,1,1,0,0,0.47,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,1,0,0,1,0,0,0,1,1,0,0,-0.93,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,0,1,0,-1,0,0,0,-1,1,0,0,-0.53,-1,0.57,0.51,-0.23,-0.28,-0.27,1
1,0,1,0,0,-1,0,0,0,-1,0,0,1,-0.33,-1,-0.33,-0.28,-0.29,-0.05,0.2,0
1,0,0,0,1,1,0,0,0,-1,0,0,1,-0.4,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,0,0,1,-1,0,0,0,-1,1,0,0,-0.2,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,0,1,0,-1,0,0,0,-1,0,0,1,-0.67,-1,6.32,0.14,1.98,-0.28,-0.27,1
1,0,0,0,1,-1,0,0,0,1,0,1,0,-0.2,1,-0.33,4.14,-0.29,-0.24,-0.02,1
1,0,0,0,1,-1,0,0,0,1,1,0,0,0.13,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,1,0,0,-1,0,0,0,1,1,0,0,1.2,-1,-0.33,-0.28,0.6,-0.03,-0.27,0
1,0,0,0,1,-1,1,0,0,1,1,0,0,-0.07,-1,-0.33,-0.26,-0.29,-0.28,10.07,0
1,0,1,0,0,-1,0,0,0,-1,1,0,0,1.67,-1,1.36,-0.28,-0.29,-0.28,-0.27,0
1,0,0,1,0,1,0,0,0,1,1,0,0,-0.47,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,0,0,1,-1,0,0,0,1,0,0,1,0.27,-1,-0.24,2.08,-0.29,-0.26,-0.27,1
1,0,0,0,1,-1,0,0,1,-1,1,0,0,0.27,-1,-0.33,0.01,-0.29,1.03,1.65,0
1,0,0,0,1,-1,0,0,1,-1,1,0,0,0.33,1,-0.33,4.18,-0.26,-0.28,0.23,1
0,1,0,0,1,-1,0,0,1,-1,1,0,0,-0.13,-1,-0.33,-0.18,-0.29,3.1,-0.27,0
1,0,1,0,0,-1,0,0,0,1,1,0,0,1.27,-1,-0.31,-0.28,-0.29,0.37,-0.27,1
1,0,0,1,0,-1,0,0,0,1,1,0,0,-1,-1,11.62,-0.28,-0.03,-0.26,-0.27,0
1,0,0,0,1,1,0,0,1,-1,0,0,1,0.4,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,1,0,0,-1,0,0,0,-1,1,0,0,-0.47,-1,-0.32,-0.28,-0.29,-0.28,0.45,0
1,0,0,1,0,-1,0,0,0,0,1,0,0,-0.53,-1,0.01,-0.28,0.76,-0.22,0.2,1
1,0,1,0,0,-1,0,0,0,1,1,0,0,-0.47,-1,-0.06,-0.28,0.81,-0.25,-0.27,0
1,0,0,0,1,1,1,0,0,-1,0,0,1,1.53,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,0,0,1,1,1,0,0,-1,1,0,0,-0.67,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,0,0,1,-1,0,0,1,1,1,0,0,-0.13,-1,-0.33,-0.14,-0.29,-0.24,3.39,0
1,0,0,0,1,-1,0,0,0,0,0,0,1,1.67,1,8.04,1.2,-0.29,-0.28,-0.06,0
1,0,0,0,1,-1,0,0,0,-1,1,0,0,0.13,-1,-0.33,0.58,-0.22,-0.28,1.05,1
1,0,1,0,0,1,0,0,0,1,1,0,0,0.6,-1,-0.33,-0.28,-0.29,-0.28,-0.27,0
1,0,0,0,1,-1,0,0,0,1,1,0,0,1.13,-1,-0.33,0.59,-0.29,2.43,-0.27,0
1,0,1,0,0,-1,0,0,0,-1,1,0,0,2.27,-1,1.13,-0.27,-0.29,-0.28,-0.27,0
1,0,1,0,0,-1,0,0,0,1,1,0,0,0.67,-1,-0.33,-0.28,-0.22,-0.28,0.49,0
1,0,1,0,0,-1,0,0,0,-1,0,0,1,-0.27,-1,1.38,-0.28,-0.29,-0.28,0.75,0
1,0,1,0,0,-1,0,0,0,-1,1,0,0,-0.67,-1,0.24,-0.28,0.26,-0.19,-0.27,0
1,0,0,1,0,1,0,0,0,1,1,0,0,-0.33,-1,-0.33,-0.28,-0.29,-0.28,-0.27,0
1,0,1,0,0,-1,0,0,0,1,0,1,0,-0.8,-1,-0.33,0.67,-0.29,-0.28,0.42,0
1,0,0,0,1,1,1,0,0,-1,1,0,0,0.6,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,1,0,0,-1,0,0,0,0,1,0,0,-0.4,-1,1.36,-0.22,-0.29,-0.27,-0.27,0
1,0,1,0,0,1,0,0,0,-1,0,1,0,-0.67,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,0,1,0,1,0,0,0,-1,1,0,0,-0.2,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,1,0,0,-1,0,0,0,-1,1,0,0,-0.13,-1,0.93,-0.27,-0.27,-0.28,-0.27,0
1,0,1,0,0,-1,0,0,0,-1,1,0,0,-0.2,-1,-0.33,-0.28,-0.05,0.38,-0.27,0
1,0,0,1,0,-1,0,0,0,1,1,0,0,1.8,-1,1.23,-0.28,-0.16,-0.28,-0.13,0
1,0,0,1,0,-1,0,0,0,-1,1,0,0,0,-1,0.74,-0.28,0.33,-0.28,-0.26,0
1,0,1,0,0,-1,0,0,0,-1,0,0,0,-0.33,-1,-0.33,-0.18,-0.29,-0.28,-0.27,1
1,0,1,0,0,-1,0,0,0,-1,1,0,0,-0.4,-1,-0.33,-0.27,-0.29,-0.12,0.44,0
1,0,1,0,0,-1,0,0,0,-1,0,0,1,-0.13,-1,0.22,0.86,-0.29,-0.28,-0.27,1
1,0,1,0,0,-1,0,0,0,1,1,0,0,-1,-1,-0.33,-0.28,-0.28,-0.28,0.38,0
1,0,1,0,0,-1,0,0,0,1,1,0,0,-0.67,-1,0.38,-0.28,-0.23,-0.28,0.11,0
1,0,0,1,0,1,0,0,0,-1,1,0,0,0.67,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,0,1,0,1,0,0,0,0,1,0,0,0,-1,-0.33,-0.28,-0.29,-0.28,-0.27,1
1,0,1,0,0,-1,0,0,0,-1,1,0,0,1.93,-1,0.39,-0.28,-0.29,0.06,-0.27,0
1,0,1,0,0,1,0,0,0,-1,1,0,0,-1.87,-1,-0.33,-0.28,-0.29,-0.28,-0.27,0
